Text,Sentiment
avoid burning desire say already one room piglets enough room chucks,Neutral
im bummed cant wear sweet nike kicks work,Negative
looks like nap wait im still waiting poor guy,Neutral
little boy still makin work storm,Negative
burnt hand cooker hurts,Negative
one saddest songs ive ever heard,Negative
thanks lovely let know ready baby havs gorgeous want something put x,Positive
hahah valley thats cool valley texas valley likerio grande valley ahhaha wish lived california valley,Positive
adam lambert rocks must win american idol,Positive
30 minutes happy mothers day alll amazing moms going bed,Positive
mount dishes conquered dish land,Positive
show tonight plans ughhhh,Negative
yeah sad,Negative
realy boo0o0o0o00oring book side im studyin sure,Negative
love boys missed chat yesterday firts one ill miss though 333 nick jonas 3333,Neutral
tired headache like sunshine,Negative
would agree bacon cupcake would rather drive 2 shop instead 2 office,Neutral
spent half day troubleshooting something wasnt even within control clusters doesnt always mean high availability,Neutral
feeling sad dont goodbyez,Negative
getting swing things miss someone,Negative
woo hoo happiness score 612 apparently overthetop happy considering week ive,Positive
lol gross theyre gross,Neutral
yep go christmas treats,Neutral
feel like right one month school left fml hard,Negative
theres really android twitter app tweeties calibre,Neutral
_cordon lol split second peace truly amazing,Positive
homey missed da bus,Neutral
theres spider room save,Negative
drifting day nonchalant demeanor embracing art indifference,Neutral
hay nakumadaya ka talaga ah hehe hey happy mothers day mom nga pala mom also,Positive
poor goose,Negative
greg pritchard robbed ii gutted words,Negative
special mention new mean girl welcome youre already follow night,Neutral
michael scholfield dead sorry,Negative
hi simon im new thought id tell jimmy carr tweeted make star trek movie,Neutral
love fresh garden veggiesespecially tomatoes tiny apartment nonsunny patio,Positive
work church,Neutral
eyes wide shut one weirder movies ive seen any1 wan na sell their45 sleep apt,Neutral
overslept headache,Negative
want conversation use emailmailing lists im convinced 140 chars less replies conversation,Negative
puppy gizmo h8s haha still growls always look back long pruple scar fingie,Positive
trying fix background,Neutral
mood listen reg stuff sir told u used huge fan mine seems youve forgotten songs,Neutral
lmao shush illness comes joys multiple mouth ulcers think coming back healed,Negative
rooting betty,Neutral
yvr fog delay sfo cant leave yet,Neutral
photo thatï½s call hope,Positive
vote board month may 2009 licensed members good luck everybody,Positive
mmm thanks u get stoned eat thats cool,Positive
_a_r_a wondering come didnt twitter week yeah adam withdrawal syndrome realnot nice,Negative
enjoying afternoon tea friends cake delicacies equal sweet time,Positive
ur im lol,Neutral
ive realised wont able talk crazy cats sunday sad,Neutral
_reviews thanks,Positive
ha ha might ive doubled morning intake already last couple days huge bowlful,Neutral
sad,Negative
sure fanciful expensive ones basic ones expensive try 24hr shopping place,Neutral
anything good country,Neutral
ok finished mikados shut lol,Negative
fun friends house cuz know dont yard big enough firepit sniffle,Positive
didnt sleep good last night woke another bellyache whats wrong meeeeeee,Negative
awaiting watch lfctv 10am liverpool vs newcastle game yesterday,Positive
cleaning packing moving house going long weekend,Negative
haunted regrets ghost past lingers relentlessly,Negative
home empty handed comics found today shall indulge cupcakes magnolia bakery,Neutral
hey,Neutral
youre one surprised freetds utf8 dont work youll get right eventually,Positive
bad day 1 close relative died wont going florida,Negative
yes think safe say popularity level today always,Positive
ooc thanks ughwhat bad bad day ive,Negative
dont know gon na lame fridaay maybe see besties,Neutral
retweet others good tweets least 10 day get involved things twitter,Positive
charming skater look kind ofhot hot mess catherine pls dont hate hitting friends tnx,Negative
im glad liked want,Positive
sigh last day work sadifying heartparts,Negative
ive got fairly flat route available problem longer fully functional bike ride,Negative
weather reports week upper 60s make happy perfect running weather,Positive
standing tall proud oak branches achievement reaching towards sky accomplishment,Positive
sry didnt feel well therell another change believe hope ffk09 fun lots inspiring input,Negative
im jerk cant go dammit frank suck bad,Negative
great mood todayyyyyyyyy super excited game tonight excited one year older tomorrow,Positive
shes la wanting sun today apparently la isnt cooperating,Negative
wheelchair fitting today mall buzzing home depot homebound got real old goal taxi yellow electric red,Neutral
saw fox getting freeway hope goes home,Positive
tapite446wwhllyar tk3h6694prmp 9r46tahxefkt please reply win thanks,Neutral
oh sorry friend katie best keep cheery,Neutral
incredibly great day hahaha,Positive
oh cool alpha 118 coming autoconnect feature wanted request,Positive
listening music phone died cant find charger brother needs 2 stop taking mine without asking,Negative
haha yeah meant mall winks back,Positive
wan na buy million copies aint rich buy copies urself hahah,Negative
whys cat pain,Negative
alrightttt twitter netball nowww 600th twitter haha byeeeee,Neutral
miss nothing except lay beside pool every day summer much better spending day class,Neutral
maybe us,Neutral
boooo animal collective already sold guess ill missing show,Negative
trying figure tonight see game social events w friends stay home play st drums,Neutral
awww thats sweet ttt im sure love good son,Positive
good movie,Positive
industrial repierced made cute little friend,Positive
srry cant go paintballing tonight good movies,Negative
hmm sorry went mia,Negative
sorry well glad youre closer us though,Neutral
tooo wish could get,Neutral
bought awesome shooeessss,Positive
feel sorry adam cook strong david family,Negative
whered end going stayed watched snl one funnier shows theyve done season,Positive
mo williamssssss,Neutral
time halo3,Neutral
rec gametrying crythe pain muchi need himcant lose 3my heart breakingg,Negative
celebrity sighting spongebobs bea09 lol im even distraught missed,Negative
studying examsboring,Negative
day jus keeps getting better better fml,Positive
sad neighbors cut trees around house looked pretty seemed healthy tragic,Negative
want soldiers come home dont hear anymore killed,Positive
omgthe heater room day school boiling,Negative
dï½jï½ vu changing gq outfit,Neutral
iloveyoumoreeee,Positive
okay whats twitter laptop completely broke computer acting dont reckon,Negative
rip robin washington park library,Negative
lol point laugh,Positive
free unlimited ringtones usa awesome 4 iphone,Positive
cant shes taken keys muh car,Neutral
loneliness creeps night grows colder,Negative
oh forgot eat grumble grumble,Negative
city dippin iz u fun much eye candy herei remember miss lol,Positive
noooooo worst news ever today tattoo artist moving omg going,Negative
perfect thank 33,Positive
nearly grand prix time,Neutral
finally get lay bit major headache,Negative
dont worry spelt correctly looks wrong,Neutral
trying interview dr paul twomey ceo icann phone issues cut interview 30 mins 15,Negative
happy mothers day mom mommies moms qood one ladies,Positive
keep falling asleep im suppose awake miss babyy,Negative
loli think safe say alone thinking,Positive
symphony laughter note key unlocking door boundless happiness,Positive
wow impressed pastor lucas great work,Positive
alright rawknrollnet live radio23org next 2 hours vivid spring summer music rawk enjoy,Positive
hahait booomb,Neutral
loooooove bank holidays,Positive
awhhh age doesnt matter awesome lady,Positive
3 hours oh shorts weather know id usual hanging window neighbours,Neutral
im avid fan magazine love magazines,Positive
dont think vote anymore tried,Negative
ohhh didnt log pity great,Negative
uhoooh throat scratchy,Negative
mymaths timeif cud read mind nerd durin exam,Neutral
freaking tired like body refuses move,Negative
whats spilling everything,Negative
cute,Positive
day nothing,Neutral
miss chatting,Negative
stoped broadcasting blogtv coz left one one came way xd,Negative
awh forgot pox hope get better soon,Positive
man wont home co host xoblair,Negative
came bak dancing neew haha im dancing,Positive
bacoor wahaha may wifi toinks new hair wiih short short,Neutral
thought spanish name pretend one night ariella gonzalez like dont care,Positive
reflecting importance mental health,Positive
played dd bank holiday nice got many xp killed blob actually two though 2nd tentacles,Positive
sure wish mind could enter box called nothing men brain wont go exhausting,Negative
